!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b3261	72580.0	4020.90582953	7112840.0	1623.52497911	98.0	Fis	K03557	Transcription factors
b0805	136.0	7.53435096192	47600.0	10.8648288174	350			
b0041	15.0	0.830994591389	5250.0	1.19832670781	350			
b0042	20.0	1.10799278852	7000.0	1.59776894374	350			
b0043	3.0	0.166198918278	1050.0	0.239665341561	350			
b0044	15.0	0.830994591389	5250.0	1.19832670781	350			
b4207	10247.0	567.680105197	2110882.0	481.814529071	206.0	FklB	K03773	Chaperones and folding catalysts
b3347	11791.0	653.217148471	3183570.0	726.658468032	270.0	FkpA	K03772	Chaperones and folding catalysts
b0028	1155.0	63.9865835369	172095.0	39.2811494819	149.0	FkpB	K03774	Chaperones and folding catalysts
b0684	14243.0	789.057064343	4985050.0	1137.85115328	350	FldA	K03839	
b2895	2236.0	123.873593756	782600.0	178.63056791	350			
b1072	30.0	1.66198918278	6570.0	1.49962028005	219.0	FlgA	K02386	Bacterial motility proteins
b1073	78.0	4.32117187522	10764.0	2.45691213006	138.0	FlgB	K02387	Bacterial motility proteins
b1074	83.0	4.59817007235	11122.0	2.5386265989	134.0	FlgC	K02388	Bacterial motility proteins
b1075	80.0	4.43197115407	18480.0	4.21811001147	231.0	FlgD	K02389	Bacterial motility proteins
b1076	138.0	7.64515024078	55338.0	12.6310482584	401.0	FlgE	K02390	Bacterial motility proteins
b1077	44.0	2.43758413474	11044.0	2.52082288781	251.0	FlgF	K02391	Bacterial motility proteins
b1078	80.0	4.43197115407	20800.0	4.74765628997	260.0	FlgG	K02392	Bacterial motility proteins
b1079	13.0	0.720195312537	3016.0	0.688410162046	232.0	FlgH	K02393	Bacterial motility proteins
b1080	13.0	0.720195312537	4745.0	1.08305909115	365.0	FlgI	K02394	Bacterial motility proteins
b1081	6.0	0.332397836555	1878.0	0.428658582335	313.0	FlgJ	K02395	Bacterial motility proteins
b1082	15.0	0.830994591389	8205.0	1.87281345477	547.0	FlgK	K02396	Bacterial motility proteins
b1083	39.0	2.16058593761	12363.0	2.82188820735	317.0	FlgL	K02397	Bacterial motility proteins
b1071	136.0	7.53435096192	13192.0	3.01110970083	97.0	FlgM	K02398	Bacterial motility proteins
b1070	52.0	2.88078125015	7176.0	1.63794142004	138.0	FlgN	K02399	Bacterial motility proteins
b1879	7.0	0.387797475981	4844.0	1.10565610907	692.0	FlhA	K02400	Bacterial motility proteins
b1880	2.0	0.110799278852	764.0	0.174385067574	382.0	FlhB	K02401	Bacterial motility proteins
b1891	230.0	12.741917068	44160.0	10.0796395079	192.0	FlhC	K02402	Two-component system
b1892	317.0	17.561685698	37723.0	8.61037683782	119.0	FlhD	K02403	Two-component system
b1878	6.0	0.332397836555	780.0	0.178037110874	130.0	FlhE	K03516	Bacterial motility proteins
b1922	40.0	2.21598557704	9560.0	2.18209587174	239.0	FliA	K02405	RNA polymerase
b1923	75.0	4.15497295694	50250.0	11.469698489	670.0	FliC	K02406	Bacterial motility proteins
b1924	3.0	0.166198918278	1410.0	0.321836315811	470.0	FliD	K02407	Bacterial motility proteins
b1937	67.0	3.71177584154	6968.0	1.59046485714	104.0	FliE	K02408	Bacterial motility proteins
b1938	15.0	0.830994591389	8280.0	1.88993240774	552.0	FliF	K02409	Bacterial motility proteins
b1939	17.0	0.94179387024	5627.0	1.28437797806	331.0	FliG	K02410	Bacterial chemotaxis
b1940	11.0	0.609396033685	2508.0	0.572457787271	228.0	FliH	K02411	Bacterial motility proteins
b1941	4.0	0.221598557704	1828.0	0.417245947022	457.0	FliI	K02412	Bacterial motility proteins
b1942	5.0	0.27699819713	735.0	0.167765739093	147.0	FliJ	K02413	Bacterial motility proteins
b1943	6.0	0.332397836555	2250.0	0.513568589059	375.0	FliK	K02414	Bacterial motility proteins
b1944	60.0	3.32397836555	9240.0	2.10905500574	154.0	FliL	K02415	Bacterial motility proteins
b1945	32.0	1.77278846163	10688.0	2.43956492438	334.0	FliM	K02416	Bacterial chemotaxis
b1946	50.0	2.7699819713	6850.0	1.5635310378	137.0	FliN	K02417	Bacterial chemotaxis
b1947	2.0	0.110799278852	242.0	0.0552371549122	121.0	FliO	K02418	Bacterial motility proteins
b1948	6.0	0.332397836555	1470.0	0.335531478185	245.0	FliP	K02419	Bacterial motility proteins
b1949	2.0	0.110799278852	178.0	0.0406289817123	89.0	FliQ	K02420	Bacterial motility proteins
b1950	2.0	0.110799278852	522.0	0.119147912662	261.0	FliR	K02421	Bacterial motility proteins
b1925	20.0	1.10799278852	2720.0	0.620847360996	136.0	FliS	K02422	Bacterial motility proteins
b1926	5.0	0.27699819713	605.0	0.13809288728	121.0	FliT	K02423	Bacterial motility proteins
b1920	1242.0	68.806352167	330372.0	75.4083030688	266.0	FliY	K02424	Transport
b1921	15.0	0.830994591389	2745.0	0.626553678652	183.0	FliZ	K02425	Bacterial motility proteins
b2321	285.0	15.7888972364	99750.0	22.7682074483	350			
b2000	122.0	6.75875600996	133102.0	30.3808917071	1091.0	Flu	K12687	Secretion system
b1566	26.0	1.44039062507	9100.0	2.07709962686	350			
b3288	2766.0	153.235402652	871290.0	198.874300427	315.0	Fmt	K00604	tRNA loading
b1334	6551.0	362.923037879	1637750.0	373.820869659	250.0	Fnr	K01420	Transcription factors
b0904	446.0	24.708239184	156100.0	35.6302474454	350			
b2492	2.0	0.110799278852	700.0	0.159776894374	350			
b0048	2515.0	139.330093156	399885.0	91.2748334382	159.0	FolA	K00287	Other central metabolism enzymes
b3058	1008.0	55.8428365413	122976.0	28.0696048036	122.0	FolB	K01633	Cofactor biosynthesis
b2315	1458.0	80.772674283	615276.0	140.43841209	422.0	FolC	K11754	Cofactor biosynthesis
b0529	4317.0	239.160243402	1243296.0	283.785676668	288.0	FolD	K01491	Other central metabolism enzymes
b2153	4658.0	258.051520446	1034076.0	236.030645467	222.0	FolE	K01495	Cofactor biosynthesis
b0142	269.0	14.9025030056	42771.0	9.76259649896	159.0	FolK	K00950	Cofactor biosynthesis
b1606	210.0	11.6339242794	50400.0	11.5039363949	240.0	FolM	K13938	Other central metabolism enzymes
b3177	1139.0	63.1001893061	321198.0	73.3143127416	282.0	FolP	K00796	Cofactor biosynthesis
b2303	4838.0	268.023455543	580560.0	132.51439114	120.0	FolX	K07589	Other enzymes
b3924	674.0	37.3393569731	167152.0	38.1528963549	248.0	Fpr	K00528	Other enzymes
b2374	16.0	0.886394230815	6656.0	1.51925001279	416.0	Frc	K07749	Other enzymes
b4154	420.0	23.2678485589	252840.0	57.7114142479	602.0	FrdA	K00244	Two-component system
b4153	404.0	22.3814543281	98576.0	22.5002387712	244.0	FrdB	K00245	Two-component system
b4152	267.0	14.7917037267	34977.0	7.98359490646	131.0	FrdC	K00246	Two-component system
b4151	411.0	22.769251804	48909.0	11.1636116099	119.0	FrdD	K00247	Two-component system
b3844	2512.0	139.163894238	585296.0	133.595395956	233.0	Fre	K05368	Cofactor biosynthesis
b3370	0.0	0.0	0.0	0.0	350			
b3371	66.0	3.65637620211	23100.0	5.27263751434	350	FrlB	K10708	Other enzymes
b4474	14.0	0.775594951963	4900.0	1.11843826062	350			
b3374	5.0	0.27699819713	1750.0	0.399442235935	350	FrlD	K10710	Other enzymes
b3375	346.0	19.1682752414	121100.0	27.6414027267	350	FrlR	K10711	Transcription factors
b0356	4204.0	232.900084147	1551276.0	354.082945138	369.0	FrmA	K00121	Glycolysis
b0355	1299.0	71.9641316143	359823.0	82.1305735205	277.0	FrmB	K01070	Other enzymes
b0357	1170.0	64.8175781283	409500.0	93.4694832088	350			
b0172	23316.0	1291.69799285	4313460.0	984.558918295	185.0	Frr	K02838	Translation factors
b0239	791.0	43.8211147859	276850.0	63.1917617249	350			
b2167	359.0	19.8884705539	202117.0	46.1337522288	563.0	FruA	K02769	Transport
b2169	395.0	21.8828575732	148520.0	33.900091932	376.0	FruB	K02768	Transport
b2168	356.0	19.7222716356	111072.0	25.3524845884	312.0	FruK	K00882	Carbohydrate metabolism
b0080	987.0	54.6794441134	329658.0	75.2453306365	334.0	FruR	K03435	Transcription factors
b3900	6.0	0.332397836555	2100.0	0.479330683122	350	FrvA	K11201	Transport
b3899	2.0	0.110799278852	700.0	0.159776894374	350	FrvB	K11202	Transport
b3897	0.0	0.0	0.0	0.0	350			
b3898	10.0	0.553996394259	3500.0	0.79888447187	350			
b3950	26.0	1.44039062507	2756.0	0.629064458421	106.0	FrwB	K11202	Transport
b3949	2.0	0.110799278852	718.0	0.163885443086	359.0	FrwC	K11203	Transport
b3953	3.0	0.166198918278	339.0	0.0773776674183	113.0	FrwD	K11202	Transport
b2383	6.0	0.332397836555	4986.0	1.13806799336	831.0	FryA	K08483	Transport
b2387	0.0	0.0	0.0	0.0	108.0	FryB	K11202	Transport
b2386	0.0	0.0	0.0	0.0	415.0	FryC	K11203	Transport
b0825	103.0	5.70616286087	22660.0	5.17220632359	220.0	FsaA	K08313	Other enzymes
b3946	28.0	1.55118990393	6160.0	1.40603667049	220.0	FsaB	K08314	Other enzymes
b0479	151.0	8.36534555331	61306.0	13.9932604093	406.0	Fsr	K08223	Transport
b1905	6077.0	336.663608791	1002705.0	228.870129819	165.0	FtnA	K02217	Cofactor biosynthesis
b1902	333.0	18.4480799288	116550.0	26.6028529133	350			
b0094	984.0	54.5132451951	413280.0	94.3322784384	420.0	FtsA	K03590	Chromosome-related
b2748	487.0	26.9796244004	50161.0	11.4493839981	103.0	FtsB	K05589	Chromosome-related
b3463	967.0	53.5714513249	214674.0	48.9999214612	222.0	FtsE	K09812	Chromosome-related
b3178	4550.0	252.068359388	1592500.0	363.492434701	350	FtsH	K03798	Chaperones and folding catalysts
b0084	349.0	19.3344741596	205212.0	46.8401943547	588.0	FtsI	K03587	Chromosome-related
b0890	508.0	28.1430168284	685800.0	156.535705945	1350.0	FtsK	K03466	Chromosome-related
b0083	416.0	23.0462500012	50336.0	11.4893282217	121.0	FtsL	K03586	Chromosome-related
b3933	871.0	48.25308594	277849.0	63.4197861785	319.0	FtsN	K03591	Chromosome-related
b3017	905.0	50.1366736804	316750.0	72.2990447042	350			
b0093	336.0	18.6142788471	92736.0	21.1672429667	276.0	FtsQ	K03589	Chromosome-related
b0089	293.0	16.2320943518	121302.0	27.6875097734	414.0	FtsW	K03588	Chromosome-related
b3462	838.0	46.4248978389	294976.0	67.3290702784	352.0	FtsX	K09811	Chromosome-related
b3464	2069.0	114.621853972	1030362.0	235.182914916	498.0	FtsY	K03110	Protein export
b0095	6750.0	373.947566125	2585250.0	590.090308829	383.0	FtsZ	K03531	Cytoskeleton proteins
b2800	10.0	0.553996394259	2150.0	0.490743318434	215.0	FucA	K01628	Carbohydrate metabolism
b2802	81.0	4.4873707935	47871.0	10.9266853008	591.0	FucI	K01818	Carbohydrate metabolism
b2803	17.0	0.94179387024	8194.0	1.870302675	482.0	FucK	K00879	Carbohydrate metabolism
b2799	22.0	1.21879206737	8426.0	1.92325730285	383.0	FucO	K00048	Glycolysis
b2801	0.0	0.0	0.0	0.0	438.0	FucP	K02429	Transport
b2805	129.0	7.14655348594	31347.0	7.15503758277	243.0	FucR	K02430	Transcription factors
b2804	558.0	30.9129987997	78120.0	17.8311014121	140.0	FucU	K02431	Other enzymes
b1612	2461.0	136.338512627	1348628.0	307.827990723	548.0	FumA	K01676	TCA cycle and anaplerotic enzymes
b4122	140.0	7.75594951963	76720.0	17.5115476234	548.0	FumB	K01676	TCA cycle and anaplerotic enzymes
b1611	498.0	27.5890204341	232566.0	53.0838188814	467.0	FumC	K01679	TCA cycle and anaplerotic enzymes
b0683	6426.0	355.998082951	951048.0	217.079279772	148.0	Fur	K03711	Transcription factors
b3340	84151.0	4661.93505733	59242304.0	13522.2162124	704.0	FusA	K02355	Translation factors
b4140	621.0	34.4031760835	217350.0	49.6107257031	350			
b2661	55.0	3.04698016842	26510.0	6.05097924265	482.0	GabD	K00135	Other central metabolism enzymes
b2663	2.0	0.110799278852	700.0	0.159776894374	350			
b2662	49.0	2.71458233187	20874.0	4.76454699023	426.0	GabT	K07250	Other central metabolism enzymes
b3517	16.0	0.886394230815	7456.0	1.70185217779	466.0	GadA	K01580	Amino acid metabolism
b1492	3.0	0.166198918278	1050.0	0.239665341561	350			
b3512	5.0	0.27699819713	1750.0	0.399442235935	350			
b3515	107.0	5.92776141857	37450.0	8.54806384901	350			
b3516	67.0	3.71177584154	23450.0	5.35252596153	350			
b0759	1734.0	96.0629747645	593028.0	135.360245881	342.0	GalE	K01784	Carbohydrate metabolism
b2042	5078.0	281.319369005	1533556.0	350.038307184	302.0	GalF	K00963	Carbohydrate metabolism
b0757	313.0	17.3400871403	119566.0	27.2912630753	382.0	GalK	K00849	Carbohydrate metabolism
b0756	1675.0	92.7943960384	579550.0	132.283855906	346.0	GalM	K01785	Glycolysis
b2943	368.0	20.3870673087	170752.0	38.9746060974	464.0	GalP	K08137	Transport
b2837	243.0	13.4621123805	83349.0	19.0246348131	343.0	GalR	K02529	Transcription factors
b2151	3.0	0.166198918278	1038.0	0.236926309086	346.0	GalS	K02529	Transcription factors
b0758	335.0	18.5588792077	116580.0	26.6097004945	348.0	GalT	K00965	Carbohydrate metabolism
b1236	10550.0	584.466195943	3186100.0	727.235947379	302.0	GalU	K00963	Carbohydrate metabolism
b1779	105852.0	5864.16263251	35037012.0	7997.29280786	331.0	GapA	K00134	Glycolysis
b3128	29.0	1.60658954335	15167.0	3.46190879567	523.0	GarD	K01708	Carbohydrate metabolism
b3124	32.0	1.77278846163	12192.0	2.78285699458	381.0	GarK	K00865	TCA cycle and anaplerotic enzymes
b3126	16.0	0.886394230815	4096.0	0.934923084794	256.0	GarL	K01630	Carbohydrate metabolism
b3127	0.0	0.0	0.0	0.0	444.0	GarP	K12299	Transport
b3125	127.0	7.03575420709	37338.0	8.52249954591	294.0	GarR	K00042	TCA cycle and anaplerotic enzymes
b2094	1261.0	69.8589453161	189150.0	43.1739993869	150.0	GatA	K02773	Transport
b2093	868.0	48.0868870217	81592.0	18.6235948082	94.0	GatB	K02774	Transport
b2092	1319.0	73.0721244028	594869.0	135.780459113	451.0	GatC	K02775	Transport
b2091	643.0	35.6219681509	222478.0	50.7812055808	346.0	GatD	K00094	Carbohydrate metabolism
b2096	5521.0	305.86140927	1567964.0	357.8920263	284.0	GatY	K08302	Carbohydrate metabolism
b2095	3240.0	179.49483174	1360800.0	310.606282663	420.0	GatZ	K00917	Carbohydrate metabolism
b0124	582.0	32.2425901459	463272.0	105.743087729	796.0	Gcd	K00117	Pentose phosphate metabolism
b0507	15.0	0.830994591389	8895.0	2.03030782208	593.0	Gcl	K01608	TCA cycle and anaplerotic enzymes
b3064	1968.0	109.02649039	688800.0	157.220464064	350	Gcp	K01409	Peptidases
b2808	287.0	15.8996965152	87535.0	19.9801006415	305.0	GcvA	K03566	Transcription factors
b2904	2321.0	128.582563108	812350.0	185.421085921	350	GcvH	K02437	Other central metabolism enzymes
b2903	397.0	21.9936568521	379929.0	86.7198224323	957.0	GcvP	K00281	Amino acid metabolism
b2479	583.0	32.2979897853	110770.0	25.2835522712	190.0	GcvR	K03567	Transcription factors
b2905	475.0	26.3148287273	172900.0	39.4648929104	364.0	GcvT	K00605	Other central metabolism enzymes
b1761	373.0	20.6640655059	166731.0	38.0568019655	447.0	GdhA	K00262	Amino acid metabolism
b0987	163.0	9.03014122642	57050.0	13.0218168915	350			
b0986	1.0	0.0553996394259	350.0	0.079888447187	350			
b0985	12.0	0.664795673111	4200.0	0.958661366244	350			
b0984	12.0	0.664795673111	4200.0	0.958661366244	350			
b0983	74.0	4.09957331752	25900.0	5.91174509184	350			
b3447	27.0	1.4957902645	15579.0	3.55594891065	577.0	Ggt	K00681	Peptidases
b1033	561.0	31.0791977179	175032.0	39.9515276801	312.0	GhrA	K12972	Glycolysis
b3553	2255.0	124.926186905	730620.0	166.765992239	324.0	GhrB	K00090	Other central metabolism enzymes
b2975	3.0	0.166198918278	1050.0	0.239665341561	350			
b2976	214.0	11.8555228371	154722.0	35.3157152162	723.0	GlcB	K01638	Glycolysis
b2980	79.0	4.37657151465	21646.0	4.94075807946	274.0	GlcC	K11474	Transcription factors
b2979	1.0	0.0553996394259	499.0	0.113898100418	499.0	GlcD	K00104	TCA cycle and anaplerotic enzymes
b4468	2.0	0.110799278852	700.0	0.159776894374	350.0	GlcE	K11472	TCA cycle and anaplerotic enzymes
b4467	1.0	0.0553996394259	407.0	0.0928988514432	407.0	GlcF	K11473	TCA cycle and anaplerotic enzymes
b2977	168.0	9.30713942355	58800.0	13.4212591274	350			
b3945	91.0	5.04136718776	33397.0	7.62295563058	367.0	GldA	K00005	Lipid and steroid metabolism
b2036	3076.0	170.409290874	1171956.0	267.502128604	381.0	Glf	K01854	Other enzymes
B3429	168.0	9.30713942355	58800.0	13.4212591274	350			
b3432	117.0	6.48175781283	85176.0	19.4416525074	728.0	GlgB	K00700	Carbohydrate metabolism
b3430	257.0	14.2377073325	112566.0	25.6934941316	438.0	GlgC	K00975	Carbohydrate metabolism
b3428	178.0	9.86113581781	145070.0	33.1126200955	815.0	GlgP	K00688	Carbohydrate metabolism
b3049	231.0	12.7973167074	80850.0	18.4542313002	350			
b3431	47.0	2.60378305302	30879.0	7.04821531625	657.0	GlgX	K02438	Other enzymes
b2388	979.0	54.236246998	314259.0	71.730467213	321.0	Glk	K00845	Glycolysis
b3176	5713.0	316.49814004	2542285.0	580.283431305	445.0	GlmM	K03431	Other central metabolism enzymes
b3729	7232.0	400.650192328	4404288.0	1005.2906551	609.0	GlmS	K00820	Peptidases
b3730	3249.0	179.993428495	1481544.0	338.166427426	456.0	GlmU	K04042	Other central metabolism enzymes
b3870	2480.0	137.391105776	1163120.0	265.485287692	469.0	GlnA	K01915	Amino acid metabolism
b2553	5206.0	288.410522851	583072.0	133.087761938	112.0	GlnB	K04751	Two-component system
b0167	188.0	10.4151322121	167320.0	38.1912428095	890.0	GlnD	K00990	Two-component system
b3053	212.0	11.7447235583	200552.0	45.7765367436	946.0	GlnE	K00982	Other enzymes
b3868	137.0	7.58975060135	64253.0	14.6659211346	469.0	GlnG	K07712	Two-component system
b0811	627.0	34.73557392	155496.0	35.4923828108	248.0	GlnH	K10036	Transport
b0450	0.0	0.0	0.0	0.0	350			
b3869	54.0	2.991580529	18846.0	4.30165050196	349.0	GlnL	K07708	Two-component system
b0810	149.0	8.25454627446	32631.0	7.4481140576	219.0	GlnP	K10037	Transport
b0809	246.0	13.6283112988	59040.0	13.4760397769	240.0	GlnQ	K10038	Transport
b0680	8204.0	454.49864185	4545016.0	1037.41220194	554.0	GlnS	K01886	tRNA loading
b1651	5210.0	288.632121409	703350.0	160.54154094	135.0	GloA	K01759	Glycolysis
b0212	390.0	21.6058593761	97890.0	22.3436574147	251.0	GloB	K01069	Glycolysis
b2241	2.0	0.110799278852	1084.0	0.247425933573	542.0	GlpA	K00111	Lipid and steroid metabolism
b2242	4.0	0.221598557704	1676.0	0.382551535673	419.0	GlpB	K00112	Lipid and steroid metabolism
b2243	8.0	0.443197115407	3168.0	0.723104573396	396.0	GlpC	K00113	Lipid and steroid metabolism
b3426	127.0	7.03575420709	63627.0	14.5230349405	501.0	GlpD	K00111	Lipid and steroid metabolism
b3425	934.0	51.7432632238	100872.0	23.0243069847	108.0	GlpE	K02439	Other enzymes
b3927	30.0	1.66198918278	8430.0	1.92417031368	281.0	GlpF	K02440	Ion channels
b3424	744.0	41.2173317329	260400.0	59.4370047071	350			
b3926	377.0	20.8856640636	189254.0	43.1977376684	502.0	GlpK	K00864	Lipid and steroid metabolism
b2239	56.0	3.10237980785	20048.0	4.57601025487	358.0	GlpQ	K01126	Lipid and steroid metabolism
b3423	1057.0	58.5574188732	316043.0	72.1376700409	299.0	GlpR	K02444	Transcription factors
b2240	49.0	2.71458233187	22148.0	5.05534093799	452.0	GlpT	K02445	Transport
B3925	1029.0	57.0062289693	360150.0	82.2052121554	350			
b2556	46.0	2.54838341359	16100.0	3.6748685706	350	GlrK	K07711	Two-component system
b2554	118.0	6.53715745226	41300.0	9.42683676807	350	GlrR	K07715	Two-component system
b0720	2408.0	133.402331738	1028216.0	234.693084608	427.0	GltA	K01647	TCA cycle and anaplerotic enzymes
b3212	1079.0	59.7762109406	1642238.0	374.845267804	1522.0	GltB	K00265	Amino acid metabolism
b3213	1275.0	70.634540268	601800.0	137.36247862	472.0	GltD	K00266	Amino acid metabolism
b3214	488.0	27.0350240398	170800.0	38.9855622273	350			
b0655	1254.0	69.4711478401	378708.0	86.441125878	302.0	GltI	K10001	Transport
b0654	160.0	8.86394230815	39360.0	8.98402651794	246.0	GltJ	K10003	Transport
b0653	173.0	9.58413762068	38752.0	8.84524887255	224.0	GltK	K10002	Transport
b0652	665.0	36.8407602182	160265.0	36.5809199669	241.0	GltL	K10004	Transport
b4077	2118.0	117.336436304	741300.0	169.203731142	350			
b3653	365.0	20.2208683905	127750.0	29.1592832233	350			
b2400	13429.0	743.961757851	6325059.0	1443.71183393	471.0	GltX	K01885	tRNA loading
b0514	52.0	2.88078125015	19812.0	4.5221426162	381.0	GlxK	K00865	TCA cycle and anaplerotic enzymes
b0509	16.0	0.886394230815	4672.0	1.06639664359	292.0	GlxR	K00042	TCA cycle and anaplerotic enzymes
b2551	13787.0	763.794828765	5749179.0	1312.26566546	417.0	GlyA	K00600	Other central metabolism enzymes
b3560	12365.0	685.016541501	3746595.0	855.170447967	303.0	GlyQ	K01878	tRNA loading
b3559	12974.0	718.754921912	8939086.0	2040.37057089	689.0	GlyS	K01879	tRNA loading
b2053	13.0	0.720195312537	4862.0	1.10976465778	374.0	Gmd	K01711	Carbohydrate metabolism
b0200	1350.0	74.789513225	256500.0	58.5468191528	190.0	GmhB	K03273	Glycan metabolism
b3648	4423.0	245.032605181	915561.0	208.979275986	207.0	Gmk	K00942	Purine metabolism
b2051	0.0	0.0	0.0	0.0	167.0	Gmm	K03207	Other enzymes
b1285	36.0	1.99438701933	23796.0	5.43150139789	661.0	Gmr	K14051	Other enzymes
b2029	27814.0	1540.88557099	13016952.0	2971.15452111	468.0	Gnd	K00033	Pentose phosphate metabolism
b4517	6667.0	369.349396053	2333450.0	532.616277396	350			
b1550	4708.0	260.821502417	1647800.0	376.114809356	350			
b3437	134.0	7.42355168307	21708.0	4.95490974724	162.0	GntK	K00851	Pentose phosphate metabolism
b4321	60.0	3.32397836555	21000.0	4.79330683122	350			
b3438	592.0	32.7965865401	195952.0	44.7265742948	331.0	GntR	K06145	Transcription factors
b3415	66.0	3.65637620211	23100.0	5.27263751434	350			
b4476	31.0	1.7173888222	10850.0	2.4765418628	350			
b3413	8.0	0.443197115407	2800.0	0.639107577496	350			
b3500	3255.0	180.325826331	1464750.0	334.333151478	450.0	Gor	K00383	Amino acid metabolism
b3385	1316.0	72.9059254845	331632.0	75.6959014786	252.0	Gph	K01091	TCA cycle and anaplerotic enzymes
b0755	29287.0	1622.48923987	7321750.0	1671.20925198	250.0	GpmA	K01834	Glycolysis
b3612	5931.0	328.575261435	3048534.0	695.836135591	514.0	GpmM	K01834	Glycolysis
b3779	286.0	15.8442968758	141284.0	32.2484553496	494.0	Gpp	K01524	Purine metabolism
b3001	83.0	4.59817007235	29050.0	6.63074111652	350			
b3608	1471.0	81.4928695955	498669.0	113.822548772	339.0	GpsA	K00057	Lipid and steroid metabolism
b0238	16116.0	892.820588988	2449632.0	559.135133313	152.0	Gpt	K00769	Purine metabolism
b3181	9172.0	508.125492814	3210200.0	732.736837599	350			
b3406	439.0	24.320441708	153650.0	35.0710283151	350			
b4143	52165.0	2889.92219065	28586420.0	6524.92772696	548.0	GroL	K04077	Chaperones and folding catalysts
b4142	59001.0	3268.63412577	8614146.0	1966.20213652	146.0	GroS	K04078	Chaperones and folding catalysts
b2614	23174.0	1283.83124406	4565278.0	1042.03705828	197.0	GrpE	K03687	Chaperones and folding catalysts
b0849	1247.0	69.0833503641	105995.0	24.1936455988	85.0	GrxA	K03674	Chaperones and folding catalysts
b1064	936.0	51.8540625026	201240.0	45.9335746055	215.0	GrxB	K03675	Chaperones and folding catalysts
b3610	7668.0	424.804435118	636444.0	145.270065376	83.0	GrxC	K03676	Chaperones and folding catalysts
b1654	20731.0	1148.48992494	2384065.0	544.169288123	115.0	GrxD	K07390	Chaperones and folding catalysts
b2688	1300.0	72.0195312537	673400.0	153.705372388	518.0	GshA	K01919	Amino acid metabolism
b2947	2739.0	151.739612388	865524.0	197.558195323	316.0	GshB	K01920	Amino acid metabolism
b0829	41.0	2.27138521646	25543.0	5.83025887571	623.0	GsiA	K13892	Transport
b0830	71.0	3.93337439924	36352.0	8.29744237755	512.0	GsiB	K13889	Transport
b0831	20.0	1.10799278852	6120.0	1.39690656224	306.0	GsiC	K13890	Transport
b0832	28.0	1.55118990393	8484.0	1.93649595981	303.0	GsiD	K13891	Transport
b0477	1792.0	99.2761538512	777728.0	177.518520725	434.0	Gsk	K00892	Purine metabolism
b3323	0.0	0.0	0.0	0.0	489.0	GspA	K02450	Secretion system
b3322	4.0	0.221598557704	556.0	0.126908504674	139.0	GspB	K02451	Secretion system
b3324	5.0	0.27699819713	1380.0	0.314988734623	276.0	GspC	K02452	Bacterial secretion system
b3325	3.0	0.166198918278	1950.0	0.445092777185	650.0	GspD	K02453	Bacterial secretion system
b3326	1.0	0.0553996394259	497.0	0.113441595006	497.0	GspE	K02454	Bacterial secretion system
b3327	0.0	0.0	0.0	0.0	407.0	GspF	K02455	Bacterial secretion system
b3328	2.0	0.110799278852	302.0	0.0689323172871	151.0	GspG	K02456	Bacterial secretion system
b3329	0.0	0.0	0.0	0.0	176.0	GspH	K02457	Bacterial secretion system
b3330	0.0	0.0	0.0	0.0	125.0	GspI	K02458	Bacterial secretion system
b3331	0.0	0.0	0.0	0.0	195.0	GspJ	K02459	Bacterial secretion system
b3332	0.0	0.0	0.0	0.0	327.0	GspK	K02460	Bacterial secretion system
b3333	1.0	0.0553996394259	392.0	0.0894750608494	392.0	GspL	K02461	Bacterial secretion system
b3334	1.0	0.0553996394259	178.0	0.0406289817123	178.0	GspM	K02462	Bacterial secretion system
b3335	2.0	0.110799278852	700.0	0.159776894374	350	GspO	K02464	Peptidases
b2988	1111.0	61.5489994022	388850.0	88.7560648248	350	Gss	K01460	Amino acid metabolism
b1635	706.0	39.1121454347	141906.0	32.3904285329	201.0	Gst	K00799	Amino acid metabolism
b2350	705.0	39.0567457953	246750.0	56.3213552668	350			
b2351	1260.0	69.8035456766	441000.0	100.659443456	350			
b2507	21887.0	1212.53190811	11490675.0	2622.77766537	525.0	GuaA	K01951	Peptidases
b2508	25233.0	1397.89910163	12313704.0	2810.63626194	488.0	GuaB	K00088	Purine metabolism
b0104	2831.0	156.836379215	982357.0	224.225643752	347.0	GuaC	K00364	Purine metabolism
b2883	41.0	2.27138521646	17958.0	4.09896209881	438.0	GuaD	K01487	Purine metabolism
b2787	119.0	6.59255709168	53074.0	12.1142841314	446.0	GudD	K01706	Carbohydrate metabolism
b2789	0.0	0.0	0.0	0.0	450.0	GudP	K03535	Transport
b2788	1.0	0.0553996394259	350.0	0.079888447187	350			
b2706	18.0	0.997193509666	6300.0	1.43799204937	350			
b2708	596.0	33.0181850978	208600.0	47.6135145235	350			
b2231	5219.0	289.130718164	4566625.0	1042.34451467	875.0	GyrA	K02469	DNA replication control
b3699	5582.0	309.240787275	4487928.0	1024.38171145	804.0	GyrB	K02470	DNA replication control
b2541	7.0	0.387797475981	1890.0	0.43139761481	270.0	HcaB	K05711	Amino acid metabolism
b2540	13.0	0.720195312537	4550.0	1.03854981343	350	HcaC	K05710	Amino acid metabolism
