!!SBtab TableType='Proteomaps' Organism='eco' DefaultProteinLength='350' ProteinURL='www.genome.jp/dbget-bin/www_bget?eco:'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway
b2805	129.0	7.14655348594	31347.0	7.15503758277	243.0	fucR	K02430	Transcription factors
b2804	558.0	30.9129987997	78120.0	17.8311014121	140.0	fucU	K02431	Other enzymes
b1612	2461.0	136.338512627	1348628.0	307.827990723	548.0	fumA	K01676	TCA cycle and anaplerotic enzymes
b4122	140.0	7.75594951963	76720.0	17.5115476234	548.0	fumB	K01676	TCA cycle and anaplerotic enzymes
b1611	498.0	27.5890204341	232566.0	53.0838188814	467.0	fumC	K01679	TCA cycle and anaplerotic enzymes
b0683	6426.0	355.998082951	951048.0	217.079279772	148.0	fur	K03711	Transcription factors
b3340	84151.0	4661.93505733	59242304.0	13522.2162124	704.0	fusA	K02355	Mitochondrial biogenesis
b4140	621.0	34.4031760835	217350.0	49.6107257031				
b2661	55.0	3.04698016842	26510.0	6.05097924265	482.0	GabD	K00135	Other central metabolism enzymes
b2663	2.0	0.110799278852	700.0	0.159776894374		gabP	K11735	Transport
b2662	49.0	2.71458233187	20874.0	4.76454699023	426.0	gabT	K07250	Other central metabolism enzymes
b3517	16.0	0.886394230815	7456.0	1.70185217779	466.0	gadA	K01580	Amino acid metabolism
b1492	3.0	0.166198918278	1050.0	0.239665341561				
b3512	5.0	0.27699819713	1750.0	0.399442235935				
b3515	107.0	5.92776141857	37450.0	8.54806384901				
b3516	67.0	3.71177584154	23450.0	5.35252596153				
b0759	1734.0	96.0629747645	593028.0	135.360245881	342.0	galE	K01784	Carbohydrate metabolism
b2042	5078.0	281.319369005	1533556.0	350.038307184	302.0	wcaN	K00963	Carbohydrate metabolism
b0757	313.0	17.3400871403	119566.0	27.2912630753	382.0	galK	K00849	Exosome
b0756	1675.0	92.7943960384	579550.0	132.283855906	346.0	galM	K01785	Glycolysis
b2943	368.0	20.3870673087	170752.0	38.9746060974	464.0	galP	K08137	Transport
b2837	243.0	13.4621123805	83349.0	19.0246348131	343.0	galR	K02529	Transcription factors
b2151	3.0	0.166198918278	1038.0	0.236926309086	346.0	galS	K02529	Transcription factors
b0758	335.0	18.5588792077	116580.0	26.6097004945	348.0	galT	K00965	Carbohydrate metabolism
b1236	10550.0	584.466195943	3186100.0	727.235947379	302.0	galU	K00963	Carbohydrate metabolism
b1779	105852.0	5864.16263251	35037012.0	7997.29280786	331.0	gapA	K00134	Glycolysis
b3128	29.0	1.60658954335	15167.0	3.46190879567	523.0	garD	K01708	Carbohydrate metabolism
b3124	32.0	1.77278846163	12192.0	2.78285699458	381.0	garK	K00865	TCA cycle and anaplerotic enzymes
b3126	16.0	0.886394230815	4096.0	0.934923084794	256.0	garL	K01630	Carbohydrate metabolism
b3127	0.0	0.0	0.0	0.0	444.0	garP	K12299	Transport
b3125	127.0	7.03575420709	37338.0	8.52249954591	294.0	garR	K00042	TCA cycle and anaplerotic enzymes
b2094	1261.0	69.8589453161	189150.0	43.1739993869	150.0	gatA	K02773	Transport
b2093	868.0	48.0868870217	81592.0	18.6235948082	94.0	gatB	K02774	Transport
b2092	1319.0	73.0721244028	594869.0	135.780459113	451.0			
b2091	643.0	35.6219681509	222478.0	50.7812055808	346.0	gatD	K00094	Carbohydrate metabolism
b2096	5521.0	305.86140927	1567964.0	357.8920263	284.0	gatY	K08302	Carbohydrate metabolism
b2095	3240.0	179.49483174	1360800.0	310.606282663	420.0	gatZ	K16371	Carbohydrate metabolism
b0124	582.0	32.2425901459	463272.0	105.743087729	796.0	gcd	K00117	Pentose phosphate metabolism
b0507	15.0	0.830994591389	8895.0	2.03030782208	593.0	gcl	K01608	TCA cycle and anaplerotic enzymes
b3064	1968.0	109.02649039	688800.0	157.220464064	350	tsaD	K01409	Transfer RNA biogenesis
b2808	287.0	15.8996965152	87535.0	19.9801006415	305.0	gcvA	K03566	Transcription factors
b2904	2321.0	128.582563108	812350.0	185.421085921		GcvH	K02437	Other central metabolism enzymes
b2903	397.0	21.9936568521	379929.0	86.7198224323	957.0	gcvP	K00281	Amino acid metabolism
b2479	583.0	32.2979897853	110770.0	25.2835522712	190.0	gcvR	K03567	Transcription factors
b2905	475.0	26.3148287273	172900.0	39.4648929104	364.0	gcvT	K00605	Other central metabolism enzymes
b1761	373.0	20.6640655059	166731.0	38.0568019655	447.0	gdhA	K00262	Amino acid metabolism
b0987	163.0	9.03014122642	57050.0	13.0218168915				
b0986	1.0	0.0553996394259	350.0	0.079888447187				
b0985	12.0	0.664795673111	4200.0	0.958661366244				
b0984	12.0	0.664795673111	4200.0	0.958661366244				
b0983	74.0	4.09957331752	25900.0	5.91174509184		gfcE	K01991	Transport
b3447	27.0	1.4957902645	15579.0	3.55594891065	577.0	ggt	K00681	Peptidases
b1033	561.0	31.0791977179	175032.0	39.9515276801	312.0	ghrA	K12972	Glycolysis
b3553	2255.0	124.926186905	730620.0	166.765992239	324.0	ghrB	K00090	Other central metabolism enzymes
b2975	3.0	0.166198918278	1050.0	0.239665341561		glcA	K02550	Transport
b2976	214.0	11.8555228371	154722.0	35.3157152162	723.0	glcB	K01638	Glycolysis
b2980	79.0	4.37657151465	21646.0	4.94075807946	274.0	glcC	K11474	Transcription factors
b2979	1.0	0.0553996394259	499.0	0.113898100418	499.0	glcD	K00104	TCA cycle and anaplerotic enzymes
b4468	2.0	0.110799278852	700.0	0.159776894374	350.0	glcE	K11472	TCA cycle and anaplerotic enzymes
b4467	1.0	0.0553996394259	407.0	0.0928988514432	407.0	glcF	K11473	TCA cycle and anaplerotic enzymes
b2977	168.0	9.30713942355	58800.0	13.4212591274				
b3945	91.0	5.04136718776	33397.0	7.62295563058	367.0	gldA	K00005	Other central metabolism enzymes
b2036	3076.0	170.409290874	1171956.0	267.502128604	381.0	glf	K01854	Carbohydrate metabolism
B3429	168.0	9.30713942355	58800.0	13.4212591274				
b3432	117.0	6.48175781283	85176.0	19.4416525074	728.0	glgB	K00700	Exosome
b3430	257.0	14.2377073325	112566.0	25.6934941316	438.0	glgC	K00975	Carbohydrate metabolism
b3428	178.0	9.86113581781	145070.0	33.1126200955	815.0	glgP	K00688	Carbohydrate metabolism
b3049	231.0	12.7973167074	80850.0	18.4542313002				
b3431	47.0	2.60378305302	30879.0	7.04821531625	657.0	glgX	K02438	Carbohydrate metabolism
b2388	979.0	54.236246998	314259.0	71.730467213	321.0	glk	K00845	Glycolysis
b3176	5713.0	316.49814004	2542285.0	580.283431305	445.0	glmM	K03431	Other central metabolism enzymes
b3729	7232.0	400.650192328	4404288.0	1005.2906551	609.0	glmS	K00820	Peptidases
b3730	3249.0	179.993428495	1481544.0	338.166427426	456.0	glmU	K04042	Other central metabolism enzymes
b3870	2480.0	137.391105776	1163120.0	265.485287692	469.0	GlnA	K01915	Amino acid metabolism
b2553	5206.0	288.410522851	583072.0	133.087761938	112.0	glnB	K04751	Two-component system
b0167	188.0	10.4151322121	167320.0	38.1912428095	890.0			
b3053	212.0	11.7447235583	200552.0	45.7765367436	946.0	glnE	K00982	Other enzymes
b3868	137.0	7.58975060135	64253.0	14.6659211346	469.0	glnG	K07712	Two-component system
b0811	627.0	34.73557392	155496.0	35.4923828108	248.0	glnH	K10036	Transport
b0450	0.0	0.0	0.0	0.0				
b3869	54.0	2.991580529	18846.0	4.30165050196	349.0	glnL	K07708	Two-component system
b0810	149.0	8.25454627446	32631.0	7.4481140576	219.0	glnP	K10037	Transport
b0809	246.0	13.6283112988	59040.0	13.4760397769	240.0	glnQ	K10038	Transport
b0680	8204.0	454.49864185	4545016.0	1037.41220194	554.0	GlnS	K01886	tRNA loading
b1651	5210.0	288.632121409	703350.0	160.54154094	135.0	gloA	K01759	Glycolysis
b0212	390.0	21.6058593761	97890.0	22.3436574147	251.0	gloB	K01069	Glycolysis
b2241	2.0	0.110799278852	1084.0	0.247425933573	542.0	glpA	K00111	Lipid and steroid metabolism
b2242	4.0	0.221598557704	1676.0	0.382551535673	419.0	glpB	K00112	Lipid and steroid metabolism
b2243	8.0	0.443197115407	3168.0	0.723104573396	396.0	glpC	K00113	Lipid and steroid metabolism
b3426	127.0	7.03575420709	63627.0	14.5230349405	501.0	glpD	K00111	Lipid and steroid metabolism
b3425	934.0	51.7432632238	100872.0	23.0243069847	108.0	glpE	K02439	Amino acid metabolism
b3927	30.0	1.66198918278	8430.0	1.92417031368	281.0	glpF	K02440	Transport
b3424	744.0	41.2173317329	260400.0	59.4370047071				
b3926	377.0	20.8856640636	189254.0	43.1977376684	502.0	glpK	K00864	Lipid and steroid metabolism
b2239	56.0	3.10237980785	20048.0	4.57601025487	358.0	glpQ	K01126	Lipid and steroid metabolism
b3423	1057.0	58.5574188732	316043.0	72.1376700409	299.0			
b2240	49.0	2.71458233187	22148.0	5.05534093799	452.0	glpT	K02445	Transport
B3925	1029.0	57.0062289693	360150.0	82.2052121554				
b2556	46.0	2.54838341359	16100.0	3.6748685706	350	glrK	K07711	Two-component system
b2554	118.0	6.53715745226	41300.0	9.42683676807	350	glrR	K07715	Two-component system
b0720	2408.0	133.402331738	1028216.0	234.693084608	427.0	gltA	K01647	TCA cycle and anaplerotic enzymes
b3212	1079.0	59.7762109406	1642238.0	374.845267804	1522.0	gltB	K00265	Amino acid metabolism
b3213	1275.0	70.634540268	601800.0	137.36247862	472.0	gltD	K00266	Amino acid metabolism
b3214	488.0	27.0350240398	170800.0	38.9855622273				
b0655	1254.0	69.4711478401	378708.0	86.441125878	302.0	gltI	K10001	Two-component system
b0654	160.0	8.86394230815	39360.0	8.98402651794	246.0	gltJ	K10003	Two-component system
b0653	173.0	9.58413762068	38752.0	8.84524887255	224.0	gltK	K10002	Two-component system
b0652	665.0	36.8407602182	160265.0	36.5809199669	241.0	gltL	K10004	Two-component system
b4077	2118.0	117.336436304	741300.0	169.203731142				
b3653	365.0	20.2208683905	127750.0	29.1592832233		gltS	K03312	Transport
b2400	13429.0	743.961757851	6325059.0	1443.71183393	471.0	GltX	K01885	tRNA loading
b0514	52.0	2.88078125015	19812.0	4.5221426162	381.0	glxK	K00865	TCA cycle and anaplerotic enzymes
b0509	16.0	0.886394230815	4672.0	1.06639664359	292.0	glxR	K00042	TCA cycle and anaplerotic enzymes
b2551	13787.0	763.794828765	5749179.0	1312.26566546	417.0	glyA	K00600	Amino acid metabolism
b3560	12365.0	685.016541501	3746595.0	855.170447967	303.0	glyQ	K01878	Transfer RNA biogenesis
b3559	12974.0	718.754921912	8939086.0	2040.37057089	689.0	glyS	K01879	Transfer RNA biogenesis
b2053	13.0	0.720195312537	4862.0	1.10976465778	374.0	gmd	K01711	Carbohydrate metabolism
b0200	1350.0	74.789513225	256500.0	58.5468191528	190.0	gmhB	K03273	Glycan metabolism
b3648	4423.0	245.032605181	915561.0	208.979275986	207.0	gmk	K00942	Purine metabolism
b2051	0.0	0.0	0.0	0.0	167.0	wcaH	K03207	Other enzymes
b1285	36.0	1.99438701933	23796.0	5.43150139789	661.0	gmr	K14051	Other enzymes
b2029	27814.0	1540.88557099	13016952.0	2971.15452111	468.0	gnd	K00033	Pentose phosphate metabolism
b4517	6667.0	369.349396053	2333450.0	532.616277396				
b1550	4708.0	260.821502417	1647800.0	376.114809356				
b3437	134.0	7.42355168307	21708.0	4.95490974724	162.0	gntK	K00851	Pentose phosphate metabolism
b4321	60.0	3.32397836555	21000.0	4.79330683122		gntP	K16321	Transport
b3438	592.0	32.7965865401	195952.0	44.7265742948	331.0	gntR	K06145	Transcription factors
b3415	66.0	3.65637620211	23100.0	5.27263751434		gntT	K06155	Transport
b4476	31.0	1.7173888222	10850.0	2.4765418628		gntU	K06156	Transport
b3413	8.0	0.443197115407	2800.0	0.639107577496				
b3500	3255.0	180.325826331	1464750.0	334.333151478	450.0	gor	K00383	Amino acid metabolism
b3385	1316.0	72.9059254845	331632.0	75.6959014786	252.0	gph	K01091	TCA cycle and anaplerotic enzymes
b0755	29287.0	1622.48923987	7321750.0	1671.20925198	250.0	gpmA	K01834	Exosome
b3612	5931.0	328.575261435	3048534.0	695.836135591	514.0	gpmM	K15633	Glycolysis
b3779	286.0	15.8442968758	141284.0	32.2484553496	494.0	gpp	K01524	Purine metabolism
b3001	83.0	4.59817007235	29050.0	6.63074111652				
b3608	1471.0	81.4928695955	498669.0	113.822548772	339.0	gpsA	K00057	Lipid and steroid metabolism
b0238	16116.0	892.820588988	2449632.0	559.135133313	152.0	gpt	K00769	Purine metabolism
b3181	9172.0	508.125492814	3210200.0	732.736837599		greA	K03624	Transcription machinery
b3406	439.0	24.320441708	153650.0	35.0710283151		greB	K04760	Transcription machinery
b4143	52165.0	2889.92219065	28586420.0	6524.92772696	548.0	groL	K04077	Chaperones and folding catalysts
b4142	59001.0	3268.63412577	8614146.0	1966.20213652	146.0	groS	K04078	Mitochondrial biogenesis
b2614	23174.0	1283.83124406	4565278.0	1042.03705828	197.0	grpE	K03687	Mitochondrial biogenesis
b0849	1247.0	69.0833503641	105995.0	24.1936455988	85.0	grxA	K03674	Chaperones and folding catalysts
b1064	936.0	51.8540625026	201240.0	45.9335746055	215.0	grxB	K03675	Chaperones and folding catalysts
b3610	7668.0	424.804435118	636444.0	145.270065376	83.0	grxC	K03676	Chaperones and folding catalysts
b1654	20731.0	1148.48992494	2384065.0	544.169288123	115.0	grxD	K07390	Chaperones and folding catalysts
b2688	1300.0	72.0195312537	673400.0	153.705372388	518.0	gshA	K01919	Amino acid metabolism
b2947	2739.0	151.739612388	865524.0	197.558195323	316.0	gshB	K01920	Exosome
b0829	41.0	2.27138521646	25543.0	5.83025887571	623.0	gsiA	K13892	Transport
b0830	71.0	3.93337439924	36352.0	8.29744237755	512.0	gsiB	K13889	Transport
b0831	20.0	1.10799278852	6120.0	1.39690656224	306.0	gsiC	K13890	Transport
b0832	28.0	1.55118990393	8484.0	1.93649595981	303.0	gsiD	K13891	Transport
b0477	1792.0	99.2761538512	777728.0	177.518520725	434.0	gsk	K00892	Purine metabolism
b3323	0.0	0.0	0.0	0.0	489.0	gspA	K02450	Secretion system
b3322	4.0	0.221598557704	556.0	0.126908504674	139.0	gspB	K02451	Secretion system
b3324	5.0	0.27699819713	1380.0	0.314988734623	276.0	gspC	K02452	Bacterial secretion system
b3325	3.0	0.166198918278	1950.0	0.445092777185	650.0	gspD	K02453	Bacterial secretion system
b3326	1.0	0.0553996394259	497.0	0.113441595006	497.0	gspE	K02454	Bacterial secretion system
b3327	0.0	0.0	0.0	0.0	407.0	gspF	K02455	Bacterial secretion system
b3328	2.0	0.110799278852	302.0	0.0689323172871	151.0	gspG	K02456	Bacterial secretion system
b3329	0.0	0.0	0.0	0.0	176.0	gspH	K02457	Bacterial secretion system
b3330	0.0	0.0	0.0	0.0	125.0	gspI	K02458	Bacterial secretion system
b3331	0.0	0.0	0.0	0.0	195.0	gspJ	K02459	Bacterial secretion system
b3332	0.0	0.0	0.0	0.0	327.0	gspK	K02460	Bacterial secretion system
b3333	1.0	0.0553996394259	392.0	0.0894750608494	392.0	gspL	K02461	Bacterial secretion system
b3334	1.0	0.0553996394259	178.0	0.0406289817123	178.0	gspM	K02462	Bacterial secretion system
b3335	2.0	0.110799278852	700.0	0.159776894374	350	gspO	K02464	Peptidases
b2988	1111.0	61.5489994022	388850.0	88.7560648248	350	gss	K01460	Amino acid metabolism
b1635	706.0	39.1121454347	141906.0	32.3904285329	201.0	gstA	K00799	Amino acid metabolism
b2350	705.0	39.0567457953	246750.0	56.3213552668				
b2351	1260.0	69.8035456766	441000.0	100.659443456				
b2507	21887.0	1212.53190811	11490675.0	2622.77766537	525.0	guaA	K01951	Peptidases
b2508	25233.0	1397.89910163	12313704.0	2810.63626194	488.0	guaB	K00088	Exosome
b0104	2831.0	156.836379215	982357.0	224.225643752	347.0	guaC	K00364	Purine metabolism
b2883	41.0	2.27138521646	17958.0	4.09896209881	438.0	guaD	K01487	Purine metabolism
b2787	119.0	6.59255709168	53074.0	12.1142841314	446.0	gudD	K01706	Carbohydrate metabolism
b2789	0.0	0.0	0.0	0.0	450.0	gudP	K03535	Transport
b2788	1.0	0.0553996394259	350.0	0.079888447187				
b2706	18.0	0.997193509666	6300.0	1.43799204937				
b2708	596.0	33.0181850978	208600.0	47.6135145235				
b2231	5219.0	289.130718164	4566625.0	1042.34451467	875.0	gyrA	K02469	DNA replication control
b3699	5582.0	309.240787275	4487928.0	1024.38171145	804.0	gyrB	K02470	DNA replication control
b2541	7.0	0.387797475981	1890.0	0.43139761481	270.0	hcaB	K05711	Amino acid metabolism
b2540	13.0	0.720195312537	4550.0	1.03854981343	350	hcaC	K05710	Amino acid metabolism
b2542	22.0	1.21879206737	7700.0	1.75754583811	350	hcaD	K00529	Lipid and steroid metabolism
b2538	4.0	0.221598557704	1400.0	0.319553788748	350	hcaE	K05708	Amino acid metabolism
b2539	2.0	0.110799278852	344.0	0.0785189309495	172.0	hcaF	K05709	Amino acid metabolism
b2537	33.0	1.82818810105	11550.0	2.63631875717	350	hcaR	K05817	Transcription factors
b2536	116.0	6.42635817341	43964.0	10.0349019775	379.0	hcaT	K05820	Transport
b1967	335.0	18.5588792077	117250.0	26.7626298076		HchA		Glycolysis
b0873	4.0	0.221598557704	1400.0	0.319553788748		hcp	K05601	Amino acid metabolism
b0872	18.0	0.997193509666	5796.0	1.32295268542	322.0	hcr	K11933	Other enzymes
b2496	188.0	10.4151322121	46624.0	10.6420541761	248.0	hda	K10763	DNA replication control
b3510	714.0	39.5553425501	249900.0	57.0403512915		HdeA		
b3509	191.0	10.5813311303	66850.0	15.2586934127		HdeB		Chaperones and folding catalysts
b3511	88.0	4.87516826948	30800.0	7.03018335246				
b4480	297.0	16.4536929095	103950.0	23.7268688145				
b1619	864.0	47.865288464	220320.0	50.2886362407	255.0	hdhA	K00076	Other enzymes
b0962	251.0	13.9053094959	171684.0	39.1873376196	684.0	helD	K03658	DNA repair and recombination proteins
b1210	231.0	12.7973167074	96558.0	22.03962481	418.0	hemA	K02492	Cofactor biosynthesis
b0369	3626.0	200.879092558	1174824.0	268.156757366	324.0	hemB	K01698	Exosome
b3805	1131.0	62.6569921907	354003.0	80.8021427701	313.0	hemC	K01749	Cofactor biosynthesis
b3804	136.0	7.53435096192	33456.0	7.63642254025	246.0	hemD	K01719	Cofactor biosynthesis
b3997	2118.0	117.336436304	749772.0	171.137488069	354.0	hemE	K01599	Cofactor biosynthesis
b2436	221.0	12.2433203131	66079.0	15.0827105762	299.0	hemF	K00228	Cofactor biosynthesis
b3850	863.0	47.8098888246	156203.0	35.6537574741	181.0	hemG	K00230	Cofactor biosynthesis
b0475	476.0	26.3702283667	152320.0	34.7674522158	320.0	hemH	K01772	Cofactor biosynthesis
b0154	4631.0	256.555730181	1972806.0	450.298308403	426.0	hemL	K01845	Amino acid metabolism
b3867	873.0	48.3638852188	398961.0	91.0639279376	457.0	hemN	K02495	Cofactor biosynthesis
b3803	1016.0	56.2860336567	399288.0	91.1385665726	393.0	hemX	K02496	Cofactor biosynthesis
b3802	798.0	44.2089122619	279300.0	63.7509808552				
b4175	4009.0	222.097154458	1339006.0	305.631743183	334.0	hflC	K04087	Other enzymes
b1132	763.0	42.269924882	267050.0	60.9548852037				
b4174	3846.0	213.067013232	1611474.0	367.823301549	419.0	hflK	K04088	Other enzymes
b4173	684.0	37.8933533673	239400.0	54.6436978759				
b4172	27919.0	1546.70253313	2847738.0	650.003905187	102.0	hfq	K03666	Messenger RNA Biogenesis
b0460	2927.0	162.1547446	1024450.0	233.833484916				
b4532	14.0	0.775594951963	4900.0	1.11843826062				
b1438	280.0	15.5118990393	98000.0	22.3687652124				
b3082	315.0	17.4508864192	110250.0	25.1648608639				
b3083	31.0	1.7173888222	10850.0	2.4765418628				
b1103	3872.0	214.507403857	1355200.0	309.328067508		hinT	K02503	Cell cycle
b1507	134.0	7.42355168307	46900.0	10.7050519231		hipA	K07154	Other enzymes
b1508	175.0	9.69493689953	61250.0	13.9804782577		hipB	K15773	Transcription factors
b2024	872.0	48.3084855794	213640.0	48.763908163	245.0	hisA	K01814	Amino acid metabolism
b2022	1672.0	92.6281971201	593560.0	135.481676321	355.0	hisB	K01089	Amino acid metabolism
b2021	1377.0	76.2853034895	490212.0	111.892215636	356.0	hisC	K00817	Amino acid metabolism
b2020	1430.0	79.221484379	620620.0	141.658194552	434.0	hisD	K00013	Amino acid metabolism
b2025	1002.0	55.5104387048	258516.0	59.0069766086	258.0	hisF	K02500	Amino acid metabolism
b2019	2848.0	157.778173085	851552.0	194.369048511	299.0	hisG	K00765	Amino acid metabolism
b2023	1131.0	62.6569921907	221676.0	50.5981469104	196.0	hisH	K02501	Amino acid metabolism
b2026	2356.0	130.521550487	478268.0	109.165965312	203.0	hisI	K11755	Amino acid metabolism
b2309	1763.0	97.6695643079	458380.0	104.62647549	260.0	hisJ	K10014	Transport
b2018	913.0	50.5798707959	319550.0	72.9381522817				
b2307	79.0	4.37657151465	18802.0	4.29160738289	238.0	hisM	K10015	Transport
b2306	241.0	13.3513131016	61937.0	14.1372878669	257.0	hisP	K10017	Transport
b2308	88.0	4.87516826948	20064.0	4.57966229817	228.0	hisQ	K10016	Transport
b2514	3774.0	209.078239193	1600176.0	365.244502474	424.0	HisS	K01892	tRNA loading
b1970	52.0	2.88078125015	18200.0	4.15419925372	350	hiuH	K07127	Purine metabolism
b1182	4.0	0.221598557704	1200.0	0.273903247498	300.0	hlyE	K11139	Bacterial toxins
b2552	984.0	54.5132451951	389664.0	88.9418625277	396.0	hmp	K05916	Other enzymes
b1237	86090.0	4769.35495818	11794330.0	2692.08774089	137.0	hns	K03746	Chromosome-related
b0107	1.0	0.0553996394259	461.0	0.105224497581	461.0	hofB	K02504	Secretion system
b0106	3.0	0.166198918278	1200.0	0.273903247498	400.0	hofC	K02505	Secretion system
b3395	17.0	0.94179387024	4403.0	1.00499666561	259.0	hofM	K12288	Secretion system
b3394	5.0	0.27699819713	895.0	0.204286172092	179.0	hofN	K12289	Secretion system
b3393	2.0	0.110799278852	292.0	0.0666497902246	146.0	hofO	K12290	Secretion system
b3392	0.0	0.0	0.0	0.0	134.0	hofP	K12291	Secretion system
b3391	2.0	0.110799278852	772.0	0.176211089224	386.0	hofQ	K02507	Secretion system
b4455	7.0	0.387797475981	2450.0	0.559219130309				
b4428	13.0	0.720195312537	4550.0	1.03854981343				
b4412	0.0	0.0	0.0	0.0				
b1562	18.0	0.997193509666	6300.0	1.43799204937				
b4415	2.0	0.110799278852	700.0	0.159776894374				
b0640	140.0	7.75594951963	48020.0	10.9606949541	343.0	holA	K02340	DNA replication complex
b1099	218.0	12.0771213948	72812.0	16.6195360474	334.0	holB	K02341	DNA replication complex
b4259	266.0	14.7363040873	39102.0	8.92513731973	147.0	holC	K02339	DNA replication complex
b4372	338.0	18.725078126	46306.0	10.5694698155	137.0	holD	K02344	DNA replication complex
b1842	1204.0	66.7011658688	91504.0	20.8860356326	76.0	holE	K02345	DNA replication complex
b3203	1006.0	55.7320372625	352100.0	80.3677778701		Hpf		
b0125	7860.0	435.441165888	1399080.0	319.343796258	178.0	hpt	K00760	Purine metabolism
b1413	602.0	33.3505829344	782600.0	178.63056791	1300.0	hrpA	K03578	Other enzymes
b0148	134.0	7.42355168307	110416.0	25.2027508131	824.0	hrpB	K03579	Other enzymes
b2526	2256.0	124.981586545	1389696.0	317.201872863	616.0	hscA	K04044	Chaperones and folding catalysts
b2527	1461.0	80.9388732012	249831.0	57.0246018548	171.0	hscB	K04082	Chaperones and folding catalysts
b0650	5.0	0.27699819713	1750.0	0.399442235935	350	hscC	K04045	Chaperones and folding catalysts
b4349	2090.0	115.7852464	1136960.0	259.514196896	544.0	hsdM	K03427	Other enzymes
b4350	404.0	22.3814543281	419352.0	95.7182288708	1038.0	hsdR	K01153	Other enzymes
b4348	552.0	30.5806009631	327888.0	74.8413233464	594.0	hsdS	K01154	Other enzymes
b1379	1675.0	92.7943960384	586250.0	133.813149038				
b3401	6405.0	354.834690523	1883070.0	429.815823556	294.0	hslO	K04083	Chaperones and folding catalysts
b3400	676.0	37.4501562519	89908.0	20.5217443134	133.0	hslR	K04762	Chaperones and folding catalysts
b3931	9329.0	516.823236204	4132747.0	943.310686991	443.0	hslU	K03667	Chaperones and folding catalysts
b3932	6354.0	352.009308912	1118304.0	255.255914409	176.0	hslV	K01419	Peptidases
b0966	830.0	45.9817007235	290500.0	66.3074111652				
b3754	10.0	0.553996394259	3500.0	0.79888447187				
b0473	12381.0	685.902935732	7725744.0	1763.42197578	624.0	HtpG	K04079	Chaperones and folding catalysts
b1829	4504.0	249.519975974	1319672.0	301.21870536	293.0	htpX	K03799	Peptidases
b0139	0.0	0.0	0.0	0.0		htrE	K07347	Bacterial motility proteins
b4000	86734.0	4805.03232597	7806060.0	1781.75432014	90.0	HupA	K05787	Transcription factors
b0440	74002.0	4099.6841168	6660180.0	1520.2041091	90.0	HupB	K03530	Transcription factors
b0972	1.0	0.0553996394259	372.0	0.0849100067245	372.0	hyaA	K06282	Other enzymes
b0973	1.0	0.0553996394259	597.0	0.13626686563	597.0	hyaB	K06281	Other enzymes
b0974	0.0	0.0	0.0	0.0				
b0975	1.0	0.0553996394259	195.0	0.0445092777185	195.0	hyaD	K03605	Peptidases
b0976	1.0	0.0553996394259	350.0	0.079888447187				
b0977	1.0	0.0553996394259	350.0	0.079888447187				
b2996	114.0	6.31555889455	39900.0	9.10728297932				
b2995	46.0	2.54838341359	16100.0	3.6748685706				
b2994	273.0	15.1241015633	154791.0	35.3314646529	567.0	hybC	K06281	Other enzymes
b2993	133.0	7.36815204365	21812.0	4.97864802869	164.0	hybD	K03605	Peptidases
b2992	116.0	6.42635817341	40600.0	9.26705987369				
b2991	47.0	2.60378305302	16450.0	3.75475701779				
b2990	194.0	10.7475300486	67900.0	15.4983587543				
b2997	191.0	10.5813311303	71052.0	16.2178112844	372.0	hybO	K06282	Other enzymes
b2725	0.0	0.0	0.0	0.0				
b2724	4.0	0.221598557704	1400.0	0.319553788748				
b2723	1.0	0.0553996394259	350.0	0.079888447187				
b2722	4.0	0.221598557704	1400.0	0.319553788748				
b2721	10.0	0.553996394259	5690.0	1.29875789855	569.0			
b2720	14.0	0.775594951963	4900.0	1.11843826062				
b2719	21.0	1.16339242794	7350.0	1.67765739093				
b2718	28.0	1.55118990393	3808.0	0.869186305395	136.0			
b2717	191.0	10.5813311303	29796.0	6.80101763538	156.0	hycI	K08315	Peptidases
b2713	3.0	0.166198918278	1050.0	0.239665341561				
b2481	0.0	0.0	0.0	0.0	350	hyfA	K12136	Other enzymes
b2482	0.0	0.0	0.0	0.0	350	hyfB	K12137	Other enzymes
b2483	0.0	0.0	0.0	0.0	350	hyfC	K12138	Other enzymes
b2484	0.0	0.0	0.0	0.0	350	hyfD	K12139	Other enzymes
b2485	0.0	0.0	0.0	0.0	350	hyfE	K12140	Other enzymes
b2486	0.0	0.0	0.0	0.0	350	hyfF	K12141	Other enzymes
b2487	4.0	0.221598557704	1400.0	0.319553788748	350	hyfG	K12142	Other enzymes
b2488	5.0	0.27699819713	1750.0	0.399442235935				
b2489	2.0	0.110799278852	700.0	0.159776894374	350	hyfI	K12144	Other enzymes
b2490	3.0	0.166198918278	1050.0	0.239665341561	350	hyfJ	K12145	Other enzymes
b2491	0.0	0.0	0.0	0.0	350	hyfR	K12146	Transcription factors
b0508	4.0	0.221598557704	1032.0	0.235556792849	258.0	hyi	K01816	TCA cycle and anaplerotic enzymes
b2726	1.0	0.0553996394259	350.0	0.079888447187				
b2727	164.0	9.08554086585	57400.0	13.1017053387				
b2728	56.0	3.10237980785	19600.0	4.47375304247				
