K01369	DelTa-vpe
K09436	-
K12839	AT2G02570
K12838	-
K12835	AT2G47330
K12834	AT1G07170
K12834	AT2G30000
K12837	ATU2AF65A
K12837	AT1G60830
K12837	AT2G33440
K12837	AT1G60900
K12836	ATU2AF35A
K12836	AT3G44785
K12836	U2aF35b
K12831	emb2444
K12831	AT4G10110
K12830	AT3G55220
K12830	AT3G55200
K12830	AT3G11960
K12833	AT5G12190
K12833	AT2G14870
K12832	AT3G23325
K12832	AT4G14342
sce_YDR534C	-
hsa_P63267	-
K04936	-
K15759	-
K06866	-
hsa_B4DVQ0	-
K06861	-
K12659	-
K12651	-
K12657	P5cS1
K12657	P5cS2
K12656	-
K11870	-
K11871	-
K11872	-
K08701	-
K08705	-
hsa_Q6PJ43	-
hsa_B3KUP6	-
K17390	-
K11306	-
K11307	-
K11304	-
K11303	Hag2
K11308	Ham2
K11308	Ham1
K11309	-
K00137	-
K00135	AldH5f1
K00134	GAPCP-1
K00134	GapC1
K00134	GapC2
K00134	GapCp-2
K00133	AT1G14810
K00131	AldH11a3
K00130	AldH10a9
K00130	AldH10a8
K00139	-
K00138	-
K10652	-
K00420	-
K00423	AT5G21100
K00423	Sks12
K00425	-
K00426	-
K15680	-
sce_YER011W	-
spo_SPCC4B3.15	-
K14379	-
K14376	PAPS2
K14376	PAPS1
K15979	-
K15978	-
K14085	ALDH7B4
K04704	-
K04705	-
K04706	AT5G41580
K04707	-
K04700	-
K01557	AT4G15940
K04250	-
K01555	AT1G12050
K04708	AT3G06060
K04709	-
K13356	FAR5
K13356	FAR4
K13356	FAR7
K13356	FAR1
K13356	MS2
K13355	-
K13354	AT2G39970
K13353	-
K03959	-
K13350	-
K03954	-
K03955	MTACP-1
K03955	MtaCp2
K03956	-
K03957	-
K03950	AT3G12260
K03951	-
K03952	AT3G06310
K03952	AT5G18800
K03953	AT2G20360
K13681	Ft1
K13681	Fut10
K13681	Fut7
K13681	Fut6
K13681	Fut5
K13681	Fut4
K13681	Fut3
K13681	Fut2
K13681	Fut9
K13681	Fut8
K13680	AtcSla09
K13680	AtcSla02
K02399	-
K02398	-
K02397	-
K02396	-
K02393	-
sce_YOR010C	-
K15528	-
K13536	-
K13535	-
K04255	-
K02979	AT3G10090
K02979	AT5G03850
K02979	Rps28
K05658	AT3G28415
K05658	Pgp9
K05658	AT3G28345
K05658	PGP3
K05658	PGP2
K05658	ABCB4
K05658	PGP7
K05658	PGP6
K05658	PGP5
K05658	ABCB1
K05658	PGP21
K05658	PGP20
K05658	PGP18
K05658	PGP17
K05658	ABCB19
K05658	PGP14
K05658	PGP13
K05658	PGP12
K05658	PGP11
K05658	PGP10
K04703	-
K05655	-
K02977	Ubq6
K02977	Ubq5
K02977	AT1G23410
K02976	AT2G40590
K02976	AT3G56340
K02976	AT2G40510
K02607	Orc5
K02970	-
K12330	-
K12331	-
K02973	AT3G09680
K02973	AT5G02960
K12334	-
K12338	AT4G14090
K02972	-
K11682	-
K11681	Pie1
K11680	-
K11685	-
K11684	-
K08810	-
K03048	-
K13821	-
K13823	-
K13822	-
K03043	RpoB
K03040	RpoA
K03046	RpoC1
K03046	RpoC2
K06672	-
K06673	-
K06670	Syn4
K06671	Scc3
K06676	-
K06677	-
K06674	Smc2
K06674	AtsMc2
K06675	AtsMc3
K03103	-
K06678	-
K06679	-
K13691	Ugt74f1
K03102	-
K10351	-
K12488	-
K12489	AGD4
K12489	SFC
K12489	Agd2
K12489	AGD1
K12484	-
K12485	-
K12486	Agd5
K12486	ZAC
K12487	-
K12480	-
K12481	-
K12482	-
K12483	EHD2
K12483	EHD1
K11468	-
K11463	-
K11462	Fie
K11461	-
K00639	-
K00341	-
K00637	-
K00630	Ats1
K00631	-
K00632	Pkt3
K00632	Pkt2
K10359	-
K00344	-
K06493	-
K06490	-
K06491	-
K00042	-
hsa_F6UVQ4	-
K07810	-
K07817	-
K07816	-
K07819	-
K00090	-
K09549	-
K00094	-
K00097	-
K00099	Dxr
K00040	-
K03958	-
sce_YJR004C	-
K10226	-
K10224	-
K13352	-
K01948	-
K01945	AT1G09830
K01940	AT4G24830
K01942	-
K07722	-
K00898	-
K00899	MTK
K05824	-
K00891	SK1
K00891	SK2
K00893	-
K00894	emb1187
K00895	Mee51
K00895	AT1G20950
K00895	AT1G76550
K00895	AT1G12000
K04397	-
K04396	-
K04393	-
K04392	-
K13358	-
K04398	-
K14408	CSTF77
K14409	SMG7
K14158	-
sce_YOL155C	-
K08150	Int4
K08150	Int1
K08150	Int3
K08150	Int2
sce_YBR078W	-
K08155	-
K02948	Rps11
K02949	EMB1080
K02949	RPS11-BETA
K02949	AT4G30800
K02940	AT1G33120
K02940	Pgy2
K02940	AT4G10450
K02941	AT2G40010
K02941	AT3G11250
K02941	AT3G09200
K02942	AT4G00810
K02942	AT5G24510
K02942	AT1G01100
K02942	AT5G47700
K02942	AT4G25890
K02942	AT5G57290
K05663	Atm1
K05663	Atm2
K05663	Sta1
K05664	-
K02945	AT1G71720
K02945	Rps1
K02946	AT3G13120
K05667	-
K04660	-
K01769	-
K01768	-
K09577	-
K09571	Rof1
K09572	-
K01761	AtmGl
K01760	Cbl
K01763	-
K01762	Acs9
K01762	Acs8
K01762	Acs5
K01762	Acs4
K01762	Acs7
K01762	Acs6
K01762	Acs11
K01762	Acs2
K01762	Acs1
K09578	-
K01764	-
K02492	HemA1
K02492	HemA2
K02492	HemA3
K02496	-
K14416	AT5G10630
K14411	AT4G26650
K14411	AT5G55550
K14411	AT4G14300
K14411	AT5G47620
K14411	AT3G07810
K14411	AT4G36960
K14411	AT2G33410
K14410	-
K07209	-
K12817	AT1G54590
K12817	AT1G03140
hsa_Q9Y614	-
K09419	-
K09418	-
K12813	Esp3
K12813	AT4G16680
K12812	-
K12811	AT3G09620
K12811	AT1G20920
K09411	-
K12819	Smp1
K12819	SMP2
K12819	AT3G45950
K09414	-
K03545	-
K03544	ClpX
K03542	Npq4
K03541	PsbR
sce_YHR211W	-
hsa_Q53GK6	-
K03849	-
K03723	-
K03721	-
K03720	-
K03724	-
K13144	-
K12670	Dgl1
K08891	-
K08893	-
K11096	AT2G47640
K11096	AT3G62840
K11097	AT4G30330
K11097	AT2G18740
K11094	U2b''
K11095	AT4G03120
K11092	U2a'
K11093	U1-70k
K11090	-
K11091	U1A
K11098	RuxF
K11098	AT2G14285
K11099	SNRNP-G
K11099	AT3G11500
K08768	-
K08769	-
K08762	-
K08761	-
K08766	-
K08764	-
K08765	-
K10413	-
K10415	-
K10414	-
K10417	-
K10416	-
K10419	-
K10418	-
K11320	-
K11321	-
K11322	-
K11324	-
K11329	-
K00150	-
K00157	-
K00156	-
K00158	-
K09380	-
K09385	-
K14312	Nup155
K14313	AT3G16310
K14310	AT5G51200
K14311	-
K14316	-
K14317	-
K14314	EMB3012
K14315	-
K14318	MOS7
K14319	RANGAP1
K14319	RANGAP2
K04095	-
hsa_Q96LK1	-
K01578	AT4G04320
K02008	-
K05059	-
K05058	-
K02002	-
K13333	-
K13335	Sse1
K13337	PEX19-1
K13337	PEX19-2
K13336	PEX3
K13336	PEX3-1
K13339	Pex6
K13338	Pex1
K15405	CYP96A15
K15404	CER1
K15406	WSD1
K15401	CYP86A1
K15400	AT5G41040
K15403	HTH
K15409	-
K16819	-
K16817	-
K16816	-
K12339	-
K12318	-
K12319	-
K12316	-
K12317	-
K12311	-
K12312	-
K12313	-
K03064	Rpt4a
K03064	AT1G45000
K03065	Rpt5a
K03065	Rpt5b
K03066	Rpt6a
K03066	AT5G20000
K03060	-
K03061	AT1G53780
K03061	Rpt1a
K03062	AT2G20140
K03062	Rpt2a
K08956	FtsH10
K08956	FtsH3
K11665	Ino80
K11664	Swc2
K03068	-
K11660	-
K11663	Sef
K11662	AtaRp6
K13809	-
K13806	-
K13805	-
K13804	-
K13803	-
K13802	-
K13800	Pyr6
K13800	AT4G25280
K13800	AT3G60180
K06659	-
K06128	-
K06129	-
K06126	AT3G24200
K06655	-
K06124	-
K06125	AtpPt1
K06650	-
K06651	-
K04440	-
K04447	-
K17497	-
K04333	-
K00006	AT5G40610
K11400	-
K11402	-
K11405	-
K11404	-
K11407	Hda05
K11407	Hda18
K00797	SpdS3
K00797	SpdS2
K00797	SpdS1
K00797	Acl5
sce_YMR006C	-
K02470	-
K07529	-
K07528	-
K07299	-
K07298	-
K07525	-
K07296	-
K07295	-
K07526	-
K07293	-
K07520	-
K07835	-
K07834	-
K10756	EMB2775
K10756	RFC3
K10205	-
K10206	Agd2
K10755	EMB1968
K10755	RFC2
K10752	Msi3
K10752	Msi2
K10752	Fve
K10752	Nfc5
K10752	Msi1
K10753	Asf1b
K10753	Sga2
K10750	-
K10751	Fas2
K01966	-
K01965	-
K01963	-
K01962	Cac3
K01961	Cac2
K01969	MccB
K01968	MCCA
K07748	3BETAHSD/D1
K11839	-
K01298	-
K03878	AT2G07785
K01291	-
K01293	-
K01294	-
K01297	-
K02922	AT1G52300
K02922	AT3G16080
K02922	AT1G15250
K02923	AT2G43460
K02923	AT3G59540
K02920	AT5G02450
K02920	AT3G53740
K02920	AT2G37600
K05601	-
K05606	-
K05607	AT4G16800
K05604	-
K05605	AT4G31810
K05605	AT2G30660
K05605	AT3G60510
K05605	AT2G30650
K05605	AT1G06550
K05605	Chy1
K05609	Uch3
K00214	-
K00215	AT2G44040
K00215	AT3G59890
K00215	Crr1
K00213	Dwf5
K00211	-
K00218	Por_c
K00218	PorA
K00218	PorB
K00219	-
K04515	-
K04514	-
K01740	-
K04511	-
K04510	-
K04513	-
K04512	-
K01749	HemC
K09708	-
sce_YOR383C	-
K09595	AtsPp
K09593	-
K09590	Br6Ox1
K09591	Det2
K14432	EEL
K14432	AREB3
K14432	ABF2
K14432	ABF3
K14432	GBF4
K14432	ABF1
K14432	AT5G44080
K14432	ABF4
K14431	TGA6
K14431	AT1G08320
K14431	AT1G77920
K14431	PAN
K14431	AT5G06839
K14431	TGA1
K08187	-
K06816	-
K12871	AT3G05070
K12870	AT3G18790
K12873	AT4G21110
K12872	AT1G07360
K12872	AT5G07060
K12872	AT2G29580
K12875	AT4G39680
K12874	EMB2765
K12877	MagO
K12876	Y14
K12879	THO2
K12878	THO1
K03521	-
K03522	ETFALPHA
K03527	Hdr
K03526	Hds
K03528	-
K02210	Prl
K02211	-
K02212	MCM4
K02213	-
K02215	-
K02216	-
K02217	-
K02218	Ckl2
K02218	Ckl10
K02219	-
K16174	-
K16175	-
K16172	-
K06497	-
K07198	-
K07199	-
sce_YGR282C	-
K07195	-
K07196	-
K07197	-
K07190	-
K07191	-
K07192	-
K07193	-
K07990	-
K08744	Cls
K08745	-
K08746	-
K08740	Msh4
K08743	-
K08748	-
K06823	-
K09834	Vte1
K10439	-
K06820	-
K09832	CYP710A4
K09832	CYP710A3
K09832	CYP710A2
K09832	CYP710A1
K09839	Npq1
K09838	Aba1
eco_b2665	-
K11343	-
K11341	Gas41
K11344	-
K10697	-
K10696	Hub1
K10695	RinG1b
K10693	-
K10691	Big
K00175	-
K00174	-
hsa_F8VSD1	-
K04078	Cpn10
K04079	Hsp81.4
K04079	HSP90.1
K04079	Hsp81-3
K04079	HSP81-2
K04077	HSP60-3A
K04077	AT1G26230
K04077	HSP60-2
K04077	CPN60B
K04077	AT5G56500
K04077	AT3G13470
K04077	Hsp60
K04072	-
hsa_Q9P1U1	-
K14592	-
K05030	-
K05034	-
K14840	-
K13648	GauT12
K13648	GauT13
K13648	GauT10
K13648	GauT11
K13648	GauT14
K13648	Lgt5
K13648	GauT15
K13648	Qua1
K13648	GauT9
K13648	GauT1
K13648	GauT2
K13648	GauT3
K13648	GauT4
K13648	GauT6
K13648	GauT7
K13645	-
K13644	-
K13647	-
K13646	-
K13643	-
K15428	-
hsa_Q53FS0	-
K15422	AT5G09290
K15422	SAL2
K15422	AT5G63990
K15420	-
K03259	Eif4e
K03259	eIF4E3
K03259	AT1G29550
K03259	NcbP
K02027	-
K02021	AtaTh12
K02020	-
ath_AT1G22400	UGT85A1
K02029	-
K03885	NDB4
K03885	Nda2
K03885	Ndb1
K03885	Ndb2
K03885	Ndb3
hsa_C9JFL5	-
K03088	-
K03086	-
K03087	-
K03084	-
K03083	AtsK42
K03083	Sk13
K13863	-
K06108	-
K06109	-
K12190	AT5G04920
K12191	Vps2.1
K12191	VPS2.2
K12196	AT1G08270
K12196	Skd1
K12197	VPS46.2
K12197	VPS46.1
K12194	Snf7.2
K12194	Snf7.1
K12195	VPS20.2
K12195	VPS20.1
K06100	AT1G27595
K06100	ESP4
K06102	-
K12199	AT4G26750
K06106	-
K06107	-
K04858	-
K04859	-
K11647	AtcHr12
K11644	Snl4
K11644	Snl3
K11643	Pkl
sce_YDR130C	-
K11649	Chb3
K11648	Bsh
K10594	-
K10595	-
K10596	-
K10597	AT5G15400
K10590	Kak
K10590	UPL4
K10591	Upl5
K10592	Upl2
K10592	UPL1
K10593	-
K10598	PUB49
K10599	MAC3A
K10599	MAC3B
K12736	Cyp71
K12735	Cyp59
K12732	-
K12733	AT2G36130
sce_YNR067C	-
K07509	-
K07508	-
K16343	-
K16342	-
K16341	-
K16340	-
K11427	-
K11426	Sdg37
K16344	-
K11429	-
K11428	-
K10771	-
K10772	AT4G36050
K10773	-
K10775	Pal1
K10775	Pal3
K10775	Pal2
K10775	Pal4
K10776	-
K10777	AtlIg4
K00140	AldH6b2
K01900	AT2G20420
K01903	-
K01902	-
K01904	4cl5
K01904	4cl3
K01904	4cl2
K01904	4cl1
K01904	AT4G05160
K01904	AcoS5
K01907	-
K14289	Hst
K01908	-
K00411	AT5G13430
K00411	AT5G13440
K07763	-
K07760	CdkE
K07760	CdkB1
K07767	Erh3
K07766	-
K07765	-
K07769	-
K00413	AT3G27240
K00413	AT5G40810
hsa_B4DT29	-
K02516	Skb1
K04684	-
K04681	-
K04680	-
K04682	-
K04688	-
K09025	-
K09023	-
K09020	-
K09021	-
K02908	AT1G77940
K02908	AT3G18740
K02908	AT1G36240
K02909	-
K02904	AT5G65220
K02905	AT3G06680
K02905	AT3G06700
K02906	AT2G43030
K02906	RPL3P
K02907	AT5G55140
K02900	Rpl27ab
K02900	AT1G70600
K02901	AT3G22230
K02901	AT2G32220
K02901	AT4G15000
K02902	-
K02903	AT4G29410
K02903	AT2G19730
K00230	-
K00231	PpoX
K00231	HemG2
K00232	Acx4
K00232	Acx5
K00232	Acx6
K00232	Acx1
K00232	Acx2
K00232	Acx3
K00234	Sdh1-1
K00234	Sdh1-2
K00235	Sdh2-2
K00235	Sdh2-3
K00235	Sdh2-1
K00236	-
K00237	-
K00239	-
K14686	-
K04539	-
K04538	-
K04537	-
K04536	Agb1
K01015	-
K04534	-
K04533	-
K04532	Axr1
K04532	Axl
K01011	AtrDh2
K01011	Mst1
K14455	-
K14454	-
K14459	-
K13403	-
K12859	Yls8
K12858	AT1G28180
K12858	AT2G33730
K12852	Mee5
K12852	AT5G25230
K12850	AtsRl1
K12857	AT2G43770
K12856	AT4G38780
K12856	Sus2
K12855	EMB2770
K12854	emb1507
K12854	AT2G42270
K03509	PolH
K03501	-
K03500	-
K03506	-
K03505	PolD4
K03504	PolD3
K02272	-
K02270	-
K02271	-
K02275	-
sce_YGR113W	-
K13456	Rin4
K13106	-
K13459	Rps2
K13105	-
K13102	-
K13103	-
K13100	-
K13101	Mos2
K11293	HirA
K12505	-
K12504	-
K12501	AthSt
K12501	AT3G11950
K12500	-
K17751	-
K12502	Apg1
sce_YPL255W	-
K06596	-
K06594	-
sce_YLR110C	-
K07976	Ara-5
K07976	Ara-2
K07976	RabC2a
K07976	RabB1c
K07976	RabA4d
K07976	RabA4b
K07976	Lip1
K07976	AtrAb8a
K07976	AtrAbg3a
K07976	AtgB2
K07976	Rha1
K07976	RabG3b
K07976	RabG3e
K07976	AtrAb7a
K07976	AtrAb1a
K07976	RabA5e
K07976	Ara6
K07976	Ara7
K07976	Ara4
K07976	Rab6a
K07976	AtrAba4c
K07976	AtfP8
K07977	AtaRf1
K07977	ArfA1d
K07977	Arf1a1c
K07977	AtsAr2
K07977	AtaRfb1b
K07974	-
K07975	AraC9
K07975	Rop1
K07975	Rop2
K07975	AraC2
K07975	AraC3
K07975	AraC1
K07975	Rop9
K07975	AraC5
K07975	Rop10
K07975	AraC10
K07975	AraC6
K07972	-
K07970	-
K10903	-
K10902	-
K10901	RECQI1
K10901	RecQ4a
K10901	RecQl3
K10908	Sca3
K09812	-
sce_YML104C	-
K11365	-
K11366	Ubp22
K11367	Chr5
K11360	-
K11361	-
K11362	-
K11363	-
K11368	-
bsu_BSU07440	-
K10014	-
K10017	-
K10011	-
K10010	-
K10013	-
K10012	-
K04237	-
K04233	-
K15628	-
K15625	-
K15627	-
K15620	-
K15623	-
K15622	-
K13667	-
K01466	AtaLn
K01464	PYD2
K01465	Pyr4
K01462	Pdf1a
K01462	Pdf1b
K01463	Ilr1
K01463	Ill1
K01460	-
K01468	-
K01469	Oxp1
K09255	-
K09250	CsdP1
hsa_P62736	-
K09259	-
K01543	-
K02041	-
K02040	-
K05011	-
K05546	Gcs1
K05546	Rsw3
K02045	-
K08020	-
K05543	-
K02049	-
K02048	-
K05019	AT5G62290
K05662	-
K02943	AT2G27710
K02943	AT3G28500
K02943	AT3G44590
K02943	AT5G40040
K02943	AT2G27720
K17108	-
K05665	-
K05666	-
K14710	-
K02947	AT5G41520
K02947	AT5G52650
K02947	AT4G25740
K06162	-
K06163	-
K06166	-
K09647	-
K06164	-
K09645	ScpL50
K09648	AT3G08980
K03175	-
K11954	-
K10348	-
K04839	-
K11992	-
K11997	-
K11996	Cnx5
K06787	-
K15787	UGT78D1
K10578	Ubc32
K10579	AT2G18600
K10579	RCE1
K10576	Ubc5
K10576	Ubc6
K10577	Sce1
K10575	Ubc13
K10575	Ubc14
K10575	Ubc7
K10572	AT1G22100
K10572	IPK1
K10573	Ubc1
K10573	AtuBc2
K10573	Ubc3
K06788	-
K10571	Det1
K16679	-
K16678	-
K07562	AT2G03820
K13885	-
K10719	-
K10712	AT3G58670
K10712	AT2G42670
K10712	AT5G15120
K10717	Cyp735a1
K10717	Cyp735a2
K01929	-
K01928	-
spo_SPAC24B11.11c	-
K01923	Pur7
K01922	AT5G02080
K01922	COAB
K01921	-
K01920	Gsh2
K01925	-
K01924	-
K11560	-
K01068	AT1G01710
K16942	-
hsa_P0CG38	-
K12755	-
hsa_P0CG39	-
K05838	-
K15294	-
K15296	-
K15290	-
K15292	-
K15293	-
K00780	-
K00784	Trz4
K00784	Trz3
K00787	Fps2
K00787	Fps1
K00036	G6pD1
K00036	G6pD2
K00036	G6pD3
K00036	G6pD4
K00036	G6pD5
K00036	G6pD6
K00789	Sam-2
K00789	SAM1
K00789	Mat3
K00789	Mto3
K00034	-
K00033	AT5G41670
K00033	AT1G64190
K00033	AT3G02360
K00030	IDH-V
K00030	Idh2
K00030	Idh1
K00030	IDH-IV
K00030	IDH-VI
K00030	IDH-III
K00031	IcdH
K00031	cICDH
K00031	AT5G14590
K01259	Pip
K01258	-
K01255	AT4G30910
K01255	AT4G30920
K01255	AT2G24200
K01254	AT5G13520
K01257	-
K01256	AT1G63770
K01251	MEE58
K01251	SahH2
K01250	-
K01253	-
K09001	-
K08238	Xxt5
K08238	Xt1
K08238	Xt2
K08232	AtmDar1
K08232	AtmDar2
K08232	MdaR4
K08232	MDAR6
K08232	MdhAr
K08233	Mes3
K08233	Mes9
K08233	Mes5
K08233	Acl
K08235	Xtr6
K08235	Xtr7
K08235	Xtr4
K08235	Xth33
K08235	ExgT-a3
K08235	Xtr3
K08235	Xth21
K08235	Xth20
K08235	Xth9
K08235	Xtr8
K08235	Xtr9
K08235	Xth18
K08235	Xth3
K08235	Xth19
K08235	MerI5b
K08235	Tch4
K08235	Xth17
K08235	Xtr2
K08237	Gt72b1
K00259	-
K00252	-
K00253	Ivd
K00251	-
K00254	PyrD
K00255	-
K01079	Psp
K01078	Pap3
K04550	-
K04552	-
K04555	-
K04554	Ubc33
K04554	Ubc34
K01077	-
K04556	-
K02929	AT4G14320
K02929	AT3G23390
K01062	-
K11483	-
K02784	-
hsa_Q9Y615	-
K12816	AT1G10580
K12815	EMB3011
K01787	-
K01785	AT3G17940
K01785	AT3G47800
K01784	Uge3
K01784	Uge2
K01784	Uge1
K01784	Uge5
K01784	Rhd1
K01783	AT3G01850
K01783	Rpe
K01783	AT1G63290
K01782	-
K02527	KDTA
K02524	-
K02522	-
K02523	-
K02520	-
eco_b4243	-
K02258	AT1G02410
K02259	Cox15
K05208	-
K03781	Cat1
K03781	Cat2
K03781	Cat3
K03783	-
K03782	-
K03785	-
K03784	-
K03787	AT4G14930
K03787	AT1G72880
K03788	-
K13129	-
K13430	Pbs1
K13431	AT4G30600
K13126	PAB7
K13126	PAB6
K13126	PAB5
K13126	PAB4
K13126	PAB3
K13126	PAB2
K13126	PAB1
K13126	PAB8
K13126	AT3G52150
K13127	-
K01067	-
sce_YDR077W	-
hsa_Q562N1	-
K03124	AT3G29380
K03124	AtpBrp
K03124	TfiIb
K03124	AT3G57370
K03124	AT3G10330
hsa_Q562N3	-
hsa_Q562N2	-
K03121	-
K03120	Tbp2
K03120	Tbp1
K03123	AT4G24440
K03122	AT1G07480
K03122	AT1G07470
K08836	-
hsa_Q562N8	-
K08834	-
K03129	TAF4B
K03129	TAF4
K03128	Taf2
K08831	-
K12525	-
K12524	AK-HSDH_I
K12524	AK-HSDH_II
K12529	-
K12528	-
K16066	-
K16065	-
K07953	SAR1B
K07953	SARA1A
K07953	AT3G62560
K08780	-
sce_YMR294W	-
sce_YGR279C	-
K10960	AT1G74470
K10967	-
K09873	DelTa-tip
K09873	Tip1
K09873	Tip3
K09873	Tip2
K09873	Tip5
K09873	Tip4
K09872	Pip1a
K09872	Pip3
K09872	Pip1c
K09872	Pip2
K09872	Pip2e
K09872	Pip1b
K09872	Pip2a
K09872	Pip2b
K09872	Rd28
K09872	Pip1
K09875	Sip2
K09875	Sip1a
K09874	Nlm1
K09874	Nip7
K09874	Nip6
K09874	Nip5
K09874	Nip4
K09874	Nip2
K09874	Nip1
K06316	AT5G07630
K11380	-
hsa_C9JUM1	-
K10381	-
K10380	-
K10389	TubG1
K10389	Gcp2
K04035	Crd1
K10038	-
K10036	-
K10034	-
K15605	-
hsa_Q53G99	-
K10537	-
K13600	Ch1
K13606	NOL
K13606	NYC1
K15464	-
K05787	-
K05789	-
K05788	-
sce_YAL047C	-
K01440	-
K01442	-
K01443	-
K01444	AT5G61540
K01446	-
K01448	-
K09275	-
K09272	AthMg
K08008	-
K08007	-
K02067	-
K02065	-
K02064	-
K03331	-
K12958	-
K12957	-
hsa_Q562W8	-
K14735	-
K14736	-
K14737	-
K14738	-
K14739	-
K06148	-
K09669	-
K09664	-
K06145	-
K09667	Sec
K06140	-
K09662	-
K17388	-
K17387	-
K11502	-
K11979	-
K11600	Rrp41
K11971	Nhl8
K10558	-
K10551	-
K10555	-
K12779	-
K12773	-
K02469	-
K07235	-
K07541	AT5G46850
hsa_G3V1Y1	-
sce_YOL069W	-
K10734	Ttn10
K10735	Sld5
K10736	Mcm10
K10737	Mcm8
K10730	-
K10732	Psf1
K10733	Psf2
K00011	AT2G37790
K00012	Ugd1
K00012	AT5G15490
K00012	AT3G01010
K00012	AT3G29360
K00012	AT5G39320
K00013	AthDh
K00014	-
K10739	Rpa2
K00016	AT4G17260
K09062	-
K09063	-
K09060	Obf5
K09060	Tga4
K09060	AhbP-1b
K09060	Gbf3
K09060	Gbf2
K08252	-
K08253	-
K00274	-
K00275	-
K00276	AT2G42490
K00277	-
K00272	-
K00273	-
K00278	Ao
K00279	Ckx7
K00279	Ckx4
K00279	Ckx5
K00279	Ckx2
K00279	Ckx3
K00279	Ckx1
K15816	LUP1
K01277	-
K01275	-
K01271	-
K01270	-
K01279	-
K01278	-
K05197	-
K05195	-
K05198	-
K05199	-
K00906	-
K00907	-
K00904	-
K00900	F2kP
K00901	AtdGk2
K00901	Dgk1
K00909	-
hsa_P68133	-
K04572	-
K04571	-
K04570	-
K04577	-
K04575	-
K04574	-
K01059	-
K02500	-
K02501	-
K02502	-
K02503	-
K05224	-
spo_SPCC613.04c	-
K01008	-
sce_YKR083C	-
K13414	MekK1
K13415	Bri1
K13416	Bak1
K13141	-
K13411	-
K13412	CdpK19
K13412	Cpk14
K13412	Cpk15
K13412	Cpk13
K13412	Cpk30
K13412	Cpk31
K13412	Cpk33
K13412	Cpk2
K13412	Cpk23
K13412	Cpk22
K13412	Cpk21
K13412	Cpk20
K13412	Cpk27
K13412	Cpk26
K13412	Cpk24
K13412	CDPK2
K13412	Cpk4
K13412	Cpk5
K13412	Cpk6
K13412	Cpk7
K13412	Cpk1
K13412	CdpK9
K13412	CdpK6
K13412	Cpk9
K13412	CDPK1
K13413	AtmKk4
K13413	AtmKk5
K13418	SerK1
hsa_L0R5C4	-
hsa_Q562L9	-
hsa_Q562L3	-
hsa_Q562L2	-
hsa_Q562L6	-
hsa_Q562L5	-
K08818	-
K08819	CdkC
K03109	AT3G49100
K03108	AT1G67680
K03108	AT1G67650
K03107	AT5G61970
K03106	AT5G49500
K03106	AT1G48900
K03106	CPSRP54
K03106	ATHSRP54A
K03105	AT1G48160
K03104	AT2G43640
K08814	-
K08815	-
K08816	-
K03100	PlsP1
K03100	TPP
K06551	-
K06550	-
K06558	-
K06089	-
K06088	-
K06081	-
K06083	-
K06082	-
K06084	-
K06087	-
K06086	-
K09851	-
spo_SPCC1739.11c	-
K00489	-
K00488	-
K00487	C4h
K00486	-
K00485	-
K07684	-
K07685	-
K07687	-
K07936	Ran-1
K07936	AtrAn4
K07936	Ran3
K07936	Ran2
K07937	-
K07689	-
K04012	-
eco_b1376	-
K10054	-
K10056	-
K01120	-
K05750	-
K13627	-
K13624	-
spo_SPCC576.03c	-
K15485	-
K05768	-
K05765	Adf1
K05767	-
K08585	-
K05760	-
K05763	-
K05762	-
K01428	-
K01420	-
K01426	-
K01427	Ure
K01424	-
K01425	-
K09218	-
K09213	-
K09215	-
K09216	-
K08069	-
K14283	-
K14284	-
K14285	Ntl
K14285	Ntf2a
K14538	AT3G07050
K14539	AT2G27200
K14539	AT1G08410
K14536	AT3G22980
K14537	AT1G52980
K14535	AT5G60340
K08065	-
K14530	-
K08066	-
K12972	-
K12975	-
K14759	AT1G68890
K14752	-
K14753	-
K14757	-
K14754	-
sce_YLR037C	-
sce_YKL042W	-
K03352	-
K03353	APC6
K03350	Cdc27a
K03350	Hbt
K03351	AT4G21530
K03357	APC10
K03354	AT2G39090
K03354	AT4G10000
K03355	Apc8
K03359	-
K12229	-
K08056	-
K11957	-
K16676	-
K11955	-
K16674	-
K11953	-
K16672	-
K11951	-
K11950	-
K11959	-
K11958	-
K02723	PsbY
K13882	-
hsa_B7ZAP6	-
K13889	-
K12754	-
K12404	-
K12756	-
K12757	-
K12750	-
K12751	-
K12752	-
K12758	-
K12759	-
K08059	-
K12155	Cyp79f2
K07213	-
K07210	-
K11758	-
K11481	-
K16451	-
K11488	-
sce_YJL042W	-
K14525	-
K14296	-
K14294	Pym
K08669	-
K14293	AT5G53480
K08660	-
K10532	-
K10536	EMB1873
K14291	-
K14522	-
K11225	-
K11224	-
K11227	-
hsa_Q562W9	-
K11221	-
K11220	-
K11223	-
hsa_Q562W2	-
hsa_Q562W3	-
hsa_Q562W6	-
K11228	-
hsa_Q562W4	-
hsa_Q562W5	-
K00072	-
K00070	-
K00071	AthSd2
K00076	-
K00077	-
K00074	AT3G15290
K00075	-
K00078	-
K00079	-
K02291	PSY
K09046	-
K09043	-
K02297	-
K08271	-
K08272	-
K00299	-
K00297	MthFr1
K00297	MthFr2
K00294	AldH12a1
K00295	-
K00293	-
K00290	-
K14939	-
K01210	-
K01213	AT3G07850
